Type,Vehicle_Type,Vehicle_Segment,Country,Motor_Energy,Year,Units
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Electricity,2021,1.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Electricity,2022,35.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Electricity,2023,14.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Electricity,2024,39.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid diesel-electric,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2019,2.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2021,30.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2022,60.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2023,92.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Hybrid electric-petrol,2024,111.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied natural gas (LNG),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied natural gas (LNG),2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Liquefied petroleum gases (LPG),2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Natural gas,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Other,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2017,72.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2018,99.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2019,190.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2020,204.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2021,299.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2022,402.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2023,440.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petrol (excluding hybrids),2024,410.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2017,72.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2018,99.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2019,192.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2020,204.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2021,329.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2022,462.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2023,532.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Petroleum products,2024,521.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2017,1990.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2018,1645.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2019,1894.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2020,1440.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2021,1940.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2022,2012.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2023,1862.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Cyprus,Total,2024,2245.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Alternative energy,2021,498.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Alternative energy,2023,1121.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Alternative energy,2024,754.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Biodiesel,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Biodiesel,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Bioethanol,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Bioethanol,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Diesel,2021,17655.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Diesel,2023,18699.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Diesel,2024,18998.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Diesel (excluding hybrids),2023,18699.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Diesel (excluding hybrids),2024,18997.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2017,27.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2018,31.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2019,39.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2020,44.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2021,274.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2022,126.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2023,362.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Electricity,2024,622.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Hybrid diesel-electric,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Hybrid diesel-electric,2024,1.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Hybrid electric-petrol,2021,11.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Hybrid electric-petrol,2023,1.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Hybrid electric-petrol,2024,12.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Liquefied petroleum gases (LPG),2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Liquefied petroleum gases (LPG),2024,85.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Natural gas,2021,224.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Natural gas,2023,188.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Natural gas,2024,29.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Other,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Other,2023,571.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Other,2024,18.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petrol (excluding hybrids),2021,1243.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petrol (excluding hybrids),2023,1255.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petrol (excluding hybrids),2024,1464.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petroleum products,2021,1254.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petroleum products,2023,1256.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Petroleum products,2024,1477.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2017,17157.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2018,17968.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2019,17901.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2020,15045.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2021,19407.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2022,16908.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2023,21076.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Czechia,Total,2024,21229.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2017,132.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2018,196.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2019,238.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2020,456.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2021,1453.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2022,1929.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2023,2884.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Alternative energy,2024,4270.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Biodiesel,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Bioethanol,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Compressed natural gas (CNG),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Compressed natural gas (CNG),2018,7.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2017,33564.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2018,31737.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2019,30910.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2020,28812.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2021,28486.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2022,23359.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2023,21354.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel,2024,22210.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2018,31704.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2019,30877.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2020,28649.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2021,28160.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2022,22971.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2023,20939.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Diesel (excluding hybrids),2024,21550.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2017,59.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2018,189.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2019,232.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2020,453.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2021,1449.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2022,1929.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2023,2882.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Electricity,2024,4270.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2018,33.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2019,33.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2020,163.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2021,326.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2022,388.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2023,415.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid diesel-electric,2024,660.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Hybrid electric-petrol,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied natural gas (LNG),2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Liquefied petroleum gases (LPG),2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2018,7.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2019,6.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2020,3.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2021,2.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Natural gas,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2021,2.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Other,2024,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2018,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2019,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2020,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2021,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2022,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2023,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petrol (excluding hybrids),2024,1540.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2017,2173.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2018,1922.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2019,1959.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2020,1811.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2021,1612.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2022,1880.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2023,1516.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Petroleum products,2024,1540.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2017,35869.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2018,33855.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2019,33107.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2020,31079.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2021,31551.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2022,27168.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2023,25752.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Denmark,Total,2024,28020.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2017,2.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2018,4.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2019,28.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2020,26.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2021,28.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2022,59.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2023,123.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Alternative energy,2024,93.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Compressed natural gas (CNG),2017,2.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Compressed natural gas (CNG),2018,3.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2017,4210.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2018,4446.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2019,3971.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2020,2938.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2021,3914.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2022,3488.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2023,3528.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel,2024,3661.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2017,4210.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2018,4446.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2019,3971.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2020,2938.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2021,3913.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2022,3467.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2023,3509.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Diesel (excluding hybrids),2024,3622.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2017,0.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2018,1.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2019,3.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2020,15.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2021,26.0
New Registration,Lorries,Goods road motor vehicles <= 3.5 tonnes,Estonia,Electricity,2022,59.0
