Type,Vehicle_Type,Vehicle_Segment,Country,Motor_Energy,Year,Units
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2024,60458.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2017,61107.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2018,60338.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2019,60385.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2020,59483.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2021,59443.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2022,59319.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2023,59123.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel (excluding hybrids),2024,60370.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2017,63.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2018,73.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2019,145.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2020,116.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2021,159.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2022,230.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2023,1124.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Electricity,2024,1537.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2017,43.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2018,46.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2019,43.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2020,35.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2021,38.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2022,48.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2023,70.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid diesel-electric,2024,88.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2017,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2018,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2019,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2020,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2021,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Hybrid electric-petrol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied natural gas (LNG),2017,23.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied natural gas (LNG),2018,28.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2017,290.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2018,260.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2019,253.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2020,250.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2021,267.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2022,279.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2023,273.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Liquefied petroleum gases (LPG),2024,266.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2017,199.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2018,199.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2019,198.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2020,208.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2021,220.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2022,204.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2023,193.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Natural gas,2024,194.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2017,4.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2018,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2019,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2020,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2021,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2022,6.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2023,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Other,2024,16.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2017,871.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2018,732.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2019,718.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2020,734.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2021,734.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2022,724.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2023,726.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petrol (excluding hybrids),2024,726.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2017,872.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2018,733.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2019,719.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2020,735.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2021,735.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2022,724.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2023,726.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Petroleum products,2024,726.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2017,62581.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2018,61652.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2019,61746.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2020,60831.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2021,60867.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2022,60811.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2023,61521.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Total,2024,63197.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2017,564.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2018,535.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2019,485.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2020,473.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2021,472.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2022,431.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2023,1443.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Alternative energy,2024,1597.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2017,28837.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2018,30147.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2019,31519.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2020,32911.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2021,36958.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2022,38192.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2023,48141.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel,2024,50158.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2017,28837.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2018,30147.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2019,31519.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2020,32911.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2021,36958.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2022,38192.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2023,48141.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Diesel (excluding hybrids),2024,50158.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2017,7.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2018,7.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2019,6.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2020,13.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2021,17.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2022,18.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2023,18.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Electricity,2024,33.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Hybrid electric-petrol,2024,96.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2017,510.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2018,490.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2019,435.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2020,424.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2021,415.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2022,381.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2023,1425.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Liquefied petroleum gases (LPG),2024,1564.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2017,47.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2018,38.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2019,44.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2020,36.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2021,40.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Other,2022,32.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2017,6511.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2018,6328.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2019,6044.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2020,5818.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2021,5897.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2022,5793.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2023,1865.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petrol (excluding hybrids),2024,1852.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2017,6511.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2018,6328.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2019,6044.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2020,5818.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2021,5897.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2022,5793.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2023,1865.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Petroleum products,2024,1948.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2017,35912.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2018,37010.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2019,38048.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2020,39202.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2021,43327.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2022,44422.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2023,51449.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,North Macedonia,Total,2024,53703.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2017,388.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2018,404.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2019,531.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2020,649.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2021,884.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2022,1359.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2023,2146.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Alternative energy,2024,3209.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Biodiesel,2024,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2022,15.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2023,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Bioethanol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Compressed natural gas (CNG),2017,306.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Compressed natural gas (CNG),2018,318.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2017,63358.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2018,61562.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2019,60821.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2020,69782.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2021,67918.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2022,65539.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2023,50662.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel,2024,48976.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2017,63349.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2018,61551.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2019,60810.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2020,69771.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2021,67907.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2022,65528.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2023,50652.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Diesel (excluding hybrids),2024,48966.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2017,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2018,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2019,18.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2020,37.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2021,98.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2022,451.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2023,1084.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Electricity,2024,1715.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2017,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2018,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2019,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2020,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2021,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2022,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2023,10.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid diesel-electric,2024,10.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Hybrid electric-petrol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied natural gas (LNG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2021,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2022,4.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2023,4.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Liquefied petroleum gases (LPG),2024,4.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2017,306.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2018,318.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2019,432.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2020,537.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2021,747.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2022,865.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2023,1049.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Natural gas,2024,1481.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Other,2017,81.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Other,2018,75.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Other,2019,80.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Norway,Other,2020,75.0
